ROW_NUMBER,SUBGROUP,AVG_SPENDING,TARGET_SPENDING,MONTH_1,MONTH_2,MONTH_3,MONTH_4,MONTH_5,MONTH_6,LABEL
26186,1,63.36,79,289,40,115,59,2,101,1
26187,2,261.68,393,79,122,140,124,36,105,0
26188,3,148.25,297,76,190,70,84,100,189,1
26189,1,145.4,182,263,140,93,28,38,44,1
26190,1,285.9,357,145,16,30,8,39,57,0
26191,1,86,108,1,151,22,14,84,230,1
26192,2,455.09,683,7,79,78,131,39,168,0
26193,3,71.57,143,158,28,34,24,76,79,0
26194,3,108.14,216,244,1,6,102,25,228,1
26195,1,250.98,314,65,61,149,23,29,175,0
26196,1,170.29,213,154,107,28,157,33,334,1
26197,3,304.15,608,145,170,123,47,72,152,1
26198,3,397.75,796,86,97,56,16,15,25,0
26199,1,485.52,607,179,158,32,74,5,158,1
26200,1,395.72,495,147,69,14,212,31,236,1
26201,1,433.89,542,115,18,65,45,12,40,0
26202,1,332.71,416,193,126,177,83,30,100,1
26203,2,288.7,433,124,11,55,91,32,189,0
26204,3,250.97,502,111,196,94,53,39,113,0
26205,1,29.53,37,16,205,12,8,10,251,1
26206,1,297.48,372,114,138,76,5,71,98,0
26207,2,481.82,723,58,30,35,146,111,226,1
26208,2,218.45,328,109,62,154,45,59,73,0
26209,2,193.99,291,138,48,5,70,28,213,1
26210,1,97.41,122,234,26,164,57,41,84,1
26211,2,104.33,156,74,103,116,31,80,98,1
26212,1,364.55,456,253,223,24,104,33,72,1
26213,1,291.54,364,187,12,91,36,21,52,0
26214,1,159.26,199,59,47,40,16,1,29,1
26215,1,145.88,182,154,65,74,152,119,145,1
26216,3,128.43,257,68,29,57,58,26,57,1
26217,1,326.42,408,84,97,65,65,21,67,1
26218,2,49.55,74,334,1,147,78,7,142,1
26219,1,53.37,67,178,109,6,9,5,92,1
26220,2,378,567,93,84,105,18,21,78,0
26221,3,98.51,197,120,25,6,132,100,119,0
26222,1,180.07,225,36,12,73,29,53,92,1
26223,2,379.13,569,229,56,51,125,32,113,1
26224,2,134.8,202,89,116,45,17,34,98,0
26225,2,185.2,278,30,170,47,56,44,155,0
26226,1,203.62,255,61,188,66,10,68,109,0
26227,1,491.65,615,24,82,93,50,132,328,1
26228,2,138.37,208,133,113,67,21,31,34,0
26229,2,181.65,272,236,101,1,53,5,106,1
26230,1,444.93,556,159,31,122,7,171,219,1
26231,2,108.01,162,252,126,71,41,12,104,1
26232,3,38.84,78,64,109,33,35,9,45,1
26233,2,216.92,325,189,155,123,46,12,81,0
26234,1,234.66,293,35,23,111,7,86,137,0
26235,3,101.51,203,19,277,31,63,6,210,1
26236,1,158,198,159,20,68,123,33,99,0
26237,2,404.63,607,85,108,32,3,87,187,0
26238,1,443.79,555,115,45,104,66,1,68,0
26239,1,123.46,154,0,99,3,38,75,80,0
26240,2,107.14,161,327,105,76,72,3,126,1
26241,1,51.46,64,31,157,26,4,42,139,0
26242,3,406.9,814,87,119,83,48,29,33,0
26243,3,223.73,447,156,43,71,28,32,69,0
26244,1,68.04,85,124,106,117,4,47,104,0
26245,3,386.73,773,175,134,8,17,17,151,1
26246,1,321.77,402,89,11,178,172,108,151,1
26247,1,122.22,153,27,123,20,30,19,76,0
26248,2,224.87,337,28,19,2,4,4,135,0
26249,3,137.04,274,189,26,13,52,22,97,0
26250,1,35.76,45,117,160,80,48,66,135,0
26251,2,321.79,483,251,29,56,45,26,95,1
26252,3,182.74,365,173,146,40,33,7,103,0
26253,1,58.77,73,88,15,133,157,104,109,0
26254,2,90.34,136,12,150,71,12,11,143,0
26255,3,261.16,522,211,139,5,27,53,67,1
26256,2,253.11,380,60,64,109,36,13,117,0
26257,2,72.74,109,129,205,125,4,47,96,0
26258,3,283.99,568,47,161,241,75,6,179,1
26259,2,246.87,370,67,9,114,67,23,119,0
26260,3,49.16,98,6,256,38,75,18,213,1
26261,2,417.26,626,119,0,112,60,51,57,0
26262,3,217.74,435,20,212,71,142,45,116,1
26263,2,370.59,556,118,2,26,124,60,69,0
26264,2,90.26,135,46,117,73,23,26,114,0
26265,1,325.13,406,43,92,70,57,17,120,0
26266,2,351.69,528,113,152,70,19,40,108,0
26267,3,401.08,802,41,66,129,79,39,45,1
26268,3,241.23,482,110,113,44,8,50,74,0
26269,2,328.95,493,397,126,37,3,113,137,1
26270,3,532.86,1066,139,81,58,53,5,63,0
26271,2,515.77,774,61,62,57,22,12,81,1
26272,1,54.73,68,206,129,18,62,21,66,1
26273,2,190.98,286,283,109,11,68,57,78,1
26274,1,150.34,188,43,51,3,126,85,91,0
26275,2,300.19,450,366,44,72,37,15,279,1
26276,1,54.62,68,94,44,72,39,2,44,1
26277,1,220.69,276,85,43,23,3,0,38,1
26278,1,344.84,431,157,149,9,17,80,90,0
26279,2,179.98,270,88,103,9,29,7,59,0
26280,3,362.53,725,151,41,123,20,2,165,1
26281,2,272.68,409,5,136,15,65,22,52,0
26282,3,331.99,664,26,92,7,114,15,145,0
26283,1,374.95,469,1,138,19,42,54,248,1
26284,2,249.77,375,188,97,38,23,41,115,0
26285,1,87.44,109,275,37,25,32,71,166,1
26286,3,49.92,100,31,198,181,25,38,133,1
26287,1,71.52,89,94,50,42,31,188,201,1
26288,1,144.95,181,143,78,172,4,84,228,1
26289,3,161.46,323,226,36,118,24,4,94,1
26290,3,35.01,70,161,97,155,18,75,100,0
26291,1,348.12,435,216,172,63,21,35,99,1
26292,1,196.66,246,164,133,94,43,1,67,0
26293,2,353.23,530,147,13,106,31,37,65,0
26294,2,98.09,147,109,2,109,123,1,158,0
26295,2,179.38,269,15,57,9,46,57,111,0
26296,2,134,201,188,112,179,110,21,203,1
26297,1,479.08,599,143,49,40,14,5,44,0
26298,2,316.11,474,208,35,101,75,77,110,0
26299,2,176.08,264,118,61,18,43,62,97,0
26300,2,94.4,142,155,40,85,57,30,135,0
26301,1,356.25,445,234,202,71,150,42,114,1
26302,2,370.27,555,192,15,19,111,6,159,1
26303,2,224.09,336,26,180,51,65,4,73,0
26304,3,101.3,203,302,108,89,23,41,43,1
26305,1,106.59,133,21,267,19,53,108,138,1
26306,3,159.44,319,17,4,10,10,20,27,1
26307,1,232.22,290,202,209,180,35,54,133,1
26308,1,225.32,282,60,205,0,113,33,91,1
26309,1,253.17,316,166,52,86,45,24,26,0
26310,3,389.5,779,95,13,11,33,62,81,0
26311,1,375.21,469,117,99,54,18,53,58,0
26312,1,291.14,364,232,181,7,34,63,89,1
26313,2,34.49,52,117,149,42,60,8,126,0
26314,1,427.51,534,175,126,22,16,35,128,0
26315,3,370.08,740,52,162,112,68,45,63,0
26316,2,335.78,504,120,100,4,109,46,123,0
26317,3,217.67,435,36,89,34,26,41,69,1
26318,3,64.03,128,76,83,111,52,3,74,0
26319,3,83.69,167,17,181,184,23,83,118,1
26320,2,118.38,178,7,208,217,103,22,152,1
26321,2,214.7,322,183,74,57,10,3,72,0
26322,2,424.9,637,154,144,174,100,1,136,1
26323,1,281.21,352,216,206,127,21,52,87,1
26324,3,180.77,362,43,144,134,46,50,85,0
26325,1,423.03,529,154,213,126,23,24,169,1
26326,2,109.79,165,37,73,3,24,5,257,1
26327,3,234.21,468,185,111,138,65,49,161,1
26328,2,188.29,282,104,172,11,83,49,83,0
26329,1,281.22,352,35,164,55,16,55,74,0
26330,1,105.37,132,127,130,16,27,20,79,0
26331,1,209.28,262,99,102,70,56,28,44,1
26332,1,234.36,293,23,174,52,20,57,280,1
26333,3,406,812,52,69,20,67,14,73,1
26334,3,283.91,568,268,85,105,1,68,79,1
26335,3,153.19,306,76,107,22,249,95,160,1
26336,2,234.91,352,165,157,62,30,32,56,0
26337,1,432.67,541,96,228,92,61,62,67,0
26338,3,293.06,586,117,50,5,24,27,72,0
26339,1,304.09,380,148,8,147,69,9,121,0
26340,1,92.67,116,59,173,25,76,25,144,0
26341,2,291.58,437,274,80,166,34,50,105,1
26342,2,395.48,593,255,75,22,66,141,150,1
26343,2,270.72,406,80,242,106,44,49,85,1
26344,3,29.6,59,250,136,99,40,37,44,1
26345,1,229.14,286,90,44,35,111,36,290,1
26346,1,329.7,412,192,85,59,6,21,36,0
26347,2,15.03,23,63,53,157,91,6,132,0
26348,2,402.87,604,319,147,166,87,4,90,1
26349,2,389.97,585,80,129,13,51,99,234,1
26350,3,197.1,394,105,21,110,43,0,120,0
26351,3,171.11,342,17,195,30,78,11,378,1
26352,3,298.36,597,166,286,106,10,85,160,1
26353,3,96.42,193,28,53,31,4,32,44,1
26354,2,92.97,139,65,90,45,15,21,59,1
26355,2,232.89,349,194,56,47,69,29,107,0
26356,1,316.41,396,63,81,60,41,15,35,1
26357,1,133.11,166,116,21,114,103,89,163,0
26358,2,297.14,446,86,95,18,21,17,58,0
26359,3,181.73,363,170,100,75,50,43,64,0
26360,1,389.8,487,88,87,86,16,36,86,1
26361,2,217.32,326,99,25,61,36,133,148,0
26362,1,255.43,319,67,22,339,50,162,173,1
26363,2,119.48,179,117,54,126,33,22,150,0
26364,3,129.65,259,147,61,33,13,5,36,0
26365,1,219.71,275,6,180,1,55,40,117,0
26366,2,143.46,215,106,112,242,13,9,227,1
26367,1,189.7,237,18,180,162,74,18,154,1
26368,2,46.86,70,76,2,39,143,32,417,1
26369,2,300.07,450,80,90,145,84,19,84,0
26370,3,424.15,848,113,144,30,13,80,122,0
26371,3,245.1,490,164,51,16,50,32,86,0
26372,2,156.68,235,81,53,43,15,28,75,1
26373,1,424.73,531,255,114,118,2,31,86,1
26374,3,14.18,28,220,44,119,42,6,71,1
26375,2,203.67,306,342,89,59,112,4,207,1
26376,2,469.58,704,183,97,39,62,53,68,0
26377,1,46.62,58,100,212,94,77,46,77,0
26378,1,218.51,273,155,103,103,63,36,42,0
26379,1,332.87,416,188,50,68,7,110,183,1
26380,1,221,276,34,94,49,59,7,52,1
26381,1,312.3,390,62,204,59,76,17,84,0
26382,2,103.89,156,290,164,33,71,74,77,1
26383,2,245.83,369,137,67,5,89,48,53,0
26384,1,63.67,80,386,6,189,70,7,155,1
26385,3,167.29,335,57,7,99,103,20,113,0
26386,1,318.59,398,69,12,64,64,34,52,1
26387,1,350.89,439,225,38,13,9,26,191,1
26388,1,224.22,280,20,65,117,73,30,301,1
26389,3,211.79,424,97,231,40,112,62,64,0
26390,1,396.71,496,239,23,154,4,131,158,1
26391,2,443.56,665,50,4,29,44,1,64,1
26392,1,52.67,66,288,34,38,108,9,232,1
26393,3,410.61,821,240,157,5,14,80,110,1
26394,1,282.65,353,117,103,82,49,61,90,1
26395,1,304.27,380,42,176,140,55,32,57,0
26396,2,240.05,360,5,80,209,111,3,198,1
26397,3,299.8,600,39,199,225,122,41,83,1
26398,2,185.67,279,76,54,5,36,104,124,0
26399,3,87.34,175,1,75,215,19,22,274,1
26400,3,67.78,136,15,129,127,5,30,196,1
26401,2,179.45,269,244,70,9,39,47,93,1
26402,3,21.51,43,10,94,51,55,40,45,1
26403,1,415.5,519,129,9,34,24,76,127,0
26404,2,143.18,215,23,27,113,49,28,55,1
26405,1,140.15,175,15,76,31,52,53,68,1
26406,3,198.2,396,9,19,53,44,14,156,0
26407,3,301.37,603,282,68,44,24,48,140,1
26408,3,425.33,851,214,160,9,46,12,165,1
26409,1,159.86,200,41,115,29,8,60,146,0
26410,3,304.06,608,114,160,29,0,81,118,0
26411,3,315.31,631,208,215,88,57,26,219,1
26412,3,359.24,718,209,190,100,42,23,42,1
26413,3,371.65,743,246,43,55,47,76,139,1
26414,3,65.06,130,179,89,16,37,6,72,0
26415,1,183.43,229,118,23,20,47,9,78,0
26416,2,289.29,434,32,81,27,34,71,154,0
26417,3,238.14,476,44,123,87,20,53,72,0
26418,3,39.95,80,115,200,102,47,18,124,0
26419,3,344.67,689,171,55,27,56,45,45,0
26420,1,152.58,191,105,40,157,11,168,228,1
26421,2,408.57,613,341,68,13,84,36,167,1
26422,3,8.4,17,61,144,95,11,60,131,0
26423,2,48.71,73,93,8,34,134,61,276,1
26424,3,256.01,512,162,61,130,53,43,157,0
26425,2,407.79,612,250,55,48,1,2,146,1
26426,1,454.51,568,44,186,78,14,42,138,0
26427,3,354.43,709,60,46,67,3,7,216,1
26428,1,123.45,154,68,99,86,61,30,55,1
26429,2,27.71,42,73,1,42,24,27,128,0
26430,2,438.75,658,53,254,13,135,18,133,1
26431,3,175.96,352,37,166,37,72,28,59,0
26432,2,425.12,638,230,1,63,16,10,182,1
26433,2,89.46,134,9,57,97,64,82,90,1
26434,1,409.1,511,25,154,94,60,16,50,0
26435,2,434.76,652,96,129,4,38,14,118,0
26436,3,35.77,72,268,85,23,110,99,124,1
26437,2,343.98,516,147,124,31,45,14,38,0
26438,2,377.34,566,78,140,106,46,57,75,1
26439,2,113.52,170,246,167,102,68,23,103,1
26440,1,145.18,181,112,127,70,44,21,25,0
26441,2,21.41,32,142,29,96,142,37,160,0
26442,2,334.9,502,38,205,43,255,32,240,1
26443,2,212.61,319,133,169,54,75,117,161,1
26444,2,95.75,144,229,30,86,4,113,144,1
26445,2,376.24,564,45,78,163,20,65,131,0
26446,1,88.43,111,167,68,68,13,13,70,0
26447,2,144.61,217,78,3,16,44,10,351,1
26448,3,324.93,650,36,22,120,184,119,125,0
26449,2,360.69,541,186,16,188,37,60,222,1
26450,3,36.2,72,80,128,188,14,32,164,1
26451,2,264.8,397,161,14,62,52,1,109,0
26452,3,410.04,820,195,14,94,35,20,41,0
26453,1,229.05,286,81,2,96,70,22,128,0
26454,2,30.01,45,181,38,21,37,90,239,1
26455,3,93.82,188,104,70,38,67,0,120,0
26456,2,194.39,292,294,147,63,46,7,49,1
26457,1,350.66,438,172,98,53,29,13,34,0
26458,2,333.35,500,192,50,90,129,16,129,0
26459,1,119.01,149,218,109,106,131,52,93,1
26460,3,66.48,133,21,52,172,37,127,197,1
26461,3,140.93,282,163,25,69,19,26,97,0
26462,3,14.75,30,245,55,41,64,31,66,1
26463,3,158.61,317,91,181,100,9,1,120,0
26464,2,56.27,84,115,89,16,5,17,53,0
26465,1,300.63,376,277,69,10,47,63,140,1
26466,3,66.56,133,205,16,73,7,86,115,1
26467,3,133.67,267,58,40,128,81,9,83,0
26468,2,57.73,87,246,71,14,74,8,89,1
26469,2,326.7,490,126,99,14,44,23,93,0
26470,1,225.85,282,53,219,131,27,84,92,0
26471,1,372.69,466,151,113,48,11,26,50,0
26472,2,449.3,674,77,8,44,19,16,28,1
26473,1,61.51,77,175,166,46,110,44,168,1
26474,1,84.35,105,135,208,57,89,21,96,0
26475,1,285.51,357,122,36,31,90,10,110,0
26476,2,72.72,109,172,164,9,12,66,79,1
26477,2,35.63,53,14,82,149,69,42,43,0
26478,2,330.77,496,148,43,72,215,30,201,1
26479,2,329.15,494,65,50,23,9,67,81,1
26480,2,346.17,519,231,51,49,61,40,70,1
26481,1,308.54,386,25,21,85,33,50,81,1
26482,2,179.78,270,75,20,9,37,7,44,1
26483,3,178.17,356,82,90,16,37,4,66,0
26484,3,394.4,789,155,159,77,9,51,51,0
26485,3,190.46,381,247,31,53,99,46,130,1
26486,2,331.56,497,195,137,3,22,7,138,1
26487,2,230.87,346,6,98,47,60,37,47,1
26488,1,150.04,188,111,98,24,53,5,108,0
26489,2,57.96,87,332,154,38,50,26,109,1
26490,2,186.97,280,36,29,43,80,1,106,0
26491,2,353.22,530,177,76,48,90,25,86,0
26492,1,35.24,44,58,100,68,8,13,48,1
26493,3,76.4,153,43,43,99,96,4,114,0
26494,1,232.43,291,147,74,19,21,9,25,0
26495,3,388.93,778,198,11,91,98,51,157,0
26496,3,407.97,816,106,95,193,42,33,137,0
26497,2,420.61,631,273,104,68,65,31,65,1
26498,3,511.28,1023,87,49,1,18,3,137,0
26499,2,111,167,117,48,40,30,29,31,1
26500,3,55.68,111,116,120,7,101,22,240,1
26501,3,425.29,851,34,52,50,83,1,179,0
26502,3,342.83,686,116,59,35,225,6,268,1
26503,1,189.52,237,47,8,103,30,10,97,0
26504,3,155.35,311,115,140,65,11,1,67,0
26505,2,68.36,103,299,108,60,60,33,46,1
26506,1,338.76,423,172,201,30,35,23,145,1
26507,1,189.01,236,224,29,56,205,142,157,1
26508,3,185.02,370,231,108,7,32,52,72,1
26509,2,287.15,431,199,12,13,62,40,280,1
26510,2,16.48,25,11,45,82,54,232,389,1
26511,1,391.16,489,119,40,35,49,24,28,0
26512,2,83.63,125,72,100,58,31,15,19,1
26513,3,60.03,120,51,122,23,49,1,49,0
26514,3,294.39,589,330,183,4,96,28,68,1
26515,1,362.76,453,56,34,93,74,115,130,0
26516,3,456.26,913,215,16,20,121,43,87,1
26517,2,174.43,262,28,34,103,42,7,81,0
26518,1,338.55,423,380,198,69,29,39,98,1
26519,1,457.85,572,18,119,114,14,0,237,1
26520,1,373.42,467,115,96,40,52,16,80,0
26521,1,124.73,156,88,35,42,62,12,56,1
26522,2,394.17,591,95,116,27,37,58,66,1
26523,2,25.46,38,204,187,50,19,3,143,1
26524,3,319.46,639,27,16,1,29,163,266,1
26525,3,31.92,64,67,38,88,35,75,96,1
26526,2,57.83,87,67,205,26,63,52,89,0
26527,3,287.44,575,0,42,165,123,54,118,0
26528,2,320.96,481,141,4,28,109,62,158,0
26529,3,370.6,741,132,31,74,28,38,96,0
26530,3,399.84,800,142,71,144,52,41,52,0
26531,3,200.72,401,98,12,209,74,72,141,0
26532,3,146.71,293,65,204,90,48,47,48,0
26533,2,205.28,308,164,137,100,100,10,95,0
26534,3,195.83,392,102,63,32,16,29,53,1
26535,2,359.9,540,162,118,58,23,10,28,0
26536,3,54.66,109,120,123,12,44,28,72,0
26537,3,350.77,702,177,32,139,61,118,182,1
26538,2,40.99,61,151,139,1,103,44,64,0
26539,3,289.24,578,48,87,69,66,19,213,0
26540,1,259.03,324,233,218,29,31,64,134,1
26541,3,412.92,826,269,115,41,88,37,56,1
26542,3,335.04,670,131,20,56,129,69,97,0
26543,1,505.5,632,116,90,71,34,12,76,0
26544,2,62.74,94,108,99,57,30,40,65,1
26545,2,181.78,273,86,1,78,45,20,65,1
26546,3,185.41,371,33,0,171,78,29,88,0
26547,2,55.06,83,96,92,111,22,78,103,1
26548,2,216.63,325,106,187,92,13,11,93,0
26549,2,262.75,394,27,55,118,60,50,89,1
26550,1,400.72,501,221,13,41,243,147,148,1
26551,3,65.62,131,175,23,28,36,29,108,0
26552,3,125.57,251,86,71,57,18,89,181,0
26553,1,229.7,287,260,273,55,34,10,181,1
26554,3,393.49,787,207,72,11,121,57,138,0
26555,3,136.32,273,62,114,102,31,74,223,0
26556,3,263.57,527,49,60,104,7,118,164,0
26557,2,219.15,329,78,82,1,96,7,135,0
26558,3,336.4,673,16,47,46,27,13,43,1
26559,2,361.98,543,75,193,70,47,31,86,0
26560,3,146.58,293,193,15,56,34,26,75,0
26561,3,474.11,948,70,0,58,46,53,68,1
26562,1,241.19,301,132,11,100,14,9,236,1
26563,3,235.06,470,28,65,104,70,43,192,0
26564,1,417.38,522,256,47,143,26,12,122,1
26565,1,355.83,445,236,7,104,16,1,138,1
26566,2,26.17,39,41,62,46,62,34,50,1
26567,2,268.38,403,49,124,67,23,166,177,0
26568,2,400.79,601,171,130,22,77,16,86,0
26569,1,307.53,384,251,31,43,76,21,80,1
26570,1,85.75,107,229,112,55,47,21,38,1
26571,1,427.68,535,40,106,99,89,80,88,1
26572,1,100.26,125,36,123,109,0,21,213,1
26573,1,141.48,177,338,11,133,36,84,107,1
26574,1,282.77,353,202,27,37,67,13,260,1
26575,3,334.09,668,68,176,31,89,8,130,0
26576,2,315.67,474,71,60,95,59,1,113,0
26577,3,186.88,374,135,52,85,106,51,73,1
26578,1,250.37,313,203,107,21,29,12,130,1
26579,3,355.88,712,180,103,45,32,8,31,0
26580,2,415.67,624,126,11,87,39,36,100,0
26581,3,42.84,86,302,103,103,86,41,74,1
26582,2,94.21,141,50,18,95,13,18,101,0
26583,3,141.35,283,41,72,98,161,93,141,0
26584,2,268.55,403,11,57,193,118,18,105,0
26585,3,236.78,474,235,43,161,60,6,101,1
26586,3,95.99,192,119,7,116,155,53,156,0
26587,3,265.49,531,12,204,70,108,20,88,0
26588,3,283.48,567,19,116,219,89,61,102,0
26589,2,270.7,406,130,84,124,114,68,86,1
26590,1,42,53,108,236,40,13,53,156,1
26591,3,248.68,497,147,17,58,30,10,33,0
26592,3,385.56,771,209,60,94,56,2,81,0
26593,3,439.88,880,77,29,115,76,35,67,1
26594,1,71.84,90,196,156,123,18,46,67,0
26595,3,313.35,627,259,59,91,38,72,87,1
26596,2,282.43,424,190,170,73,20,54,202,1
26597,2,86.46,130,120,42,143,14,3,180,1
26598,3,395.02,790,289,36,52,45,76,211,1
26599,2,189.84,285,89,37,64,34,3,68,1
26600,2,298.31,447,303,101,43,51,42,66,1
26601,1,53.08,66,105,61,93,106,67,70,1
26602,3,47.25,95,153,62,28,44,7,105,0
26603,3,241.61,483,251,96,12,56,34,53,1
26604,1,300.3,375,230,94,13,21,67,181,1
26605,3,258.03,516,129,72,64,35,18,81,0
26606,2,98.96,148,135,26,32,6,10,86,0
26607,1,296.86,371,173,199,13,54,37,130,1
26608,3,209.27,419,4,164,210,61,53,114,1
26609,2,30.72,46,161,159,112,57,10,107,0
26610,2,450.09,675,249,64,45,32,15,97,1
26611,2,186.54,280,30,177,26,60,10,96,0
26612,3,428.73,857,162,69,32,33,40,63,0
26613,2,60.44,91,102,19,74,48,93,166,0
26614,3,464.26,929,93,134,80,1,45,46,0
26615,1,277.21,347,53,272,31,108,34,108,1
26616,3,60.4,121,7,31,249,137,22,263,1
26617,3,422.34,845,317,1,4,10,98,279,1
26618,2,186.72,280,80,74,46,84,95,227,0
26619,1,95.59,119,11,59,81,93,20,135,0
26620,3,411.01,822,293,66,83,59,30,75,1
26621,2,231.05,347,210,36,102,85,62,111,0
26622,3,23.23,46,46,254,125,2,51,128,1
26623,2,132.08,198,303,143,8,127,14,114,1
26624,2,374.97,562,101,74,107,77,60,83,1
26625,3,48.07,96,119,8,55,84,44,89,0
26626,1,367.8,460,44,87,263,50,68,197,1
26627,1,344.26,430,130,139,106,72,16,143,0
26628,3,195.2,390,38,38,140,7,81,95,0
26629,2,514.34,772,19,195,131,76,34,47,0
26630,1,142.26,178,70,86,24,74,13,132,0
26631,1,295.58,369,134,98,131,37,31,71,0
26632,1,401.71,502,194,6,109,58,95,247,1
26633,1,55.15,69,180,186,12,101,29,98,1
26634,3,138.55,277,118,33,7,41,81,222,1
26635,1,138.9,174,197,150,25,30,41,59,1
26636,3,155.39,311,117,85,188,44,39,133,0
26637,2,117.05,176,231,19,172,87,30,67,1
26638,1,256.18,320,235,18,71,20,180,185,1
26639,1,168.35,210,208,62,50,53,149,187,1
26640,3,220.47,441,174,3,26,33,65,201,1
26641,3,286.16,572,49,101,65,130,35,226,1
26642,1,214.4,268,181,56,29,16,33,84,0
26643,2,165.21,248,264,5,120,52,47,221,1
26644,2,524.96,787,16,3,45,25,27,76,1
26645,3,220.23,440,83,236,13,4,21,249,1
26646,2,362.18,543,102,16,39,59,25,54,1
26647,3,304.47,609,231,27,76,2,67,99,1
26648,3,157.15,314,136,150,18,62,75,268,1
26649,2,176.78,265,187,86,52,37,15,22,0
26650,1,48.24,60,303,63,92,89,80,82,1
26651,3,63,126,68,89,13,34,111,187,0
26652,3,220.24,440,105,75,140,54,58,70,1
26653,3,218.33,437,90,61,3,6,7,128,0
26654,1,195.05,244,66,22,22,119,12,158,0
26655,2,393.72,591,57,117,9,18,5,89,0
26656,3,74.56,149,49,186,178,89,28,76,0
26657,2,400.52,601,22,167,143,81,4,85,0
26658,2,101.61,152,162,277,3,176,9,186,1
26659,1,153.25,192,29,6,85,76,22,77,1
26660,3,363.72,727,98,226,97,72,16,97,0
26661,3,33.06,66,256,93,60,94,44,59,1
26662,3,363.39,727,74,74,79,24,52,199,0
26663,2,110.53,166,181,156,31,5,7,122,1
26664,3,213.66,427,67,166,100,21,11,137,0
26665,3,388.47,777,28,83,14,5,34,131,0
26666,2,99.47,149,63,83,101,14,16,122,0
26667,2,245.79,369,131,144,63,34,14,116,0
26668,3,293.39,587,70,29,13,65,6,112,0
26669,1,256.39,320,106,91,26,7,14,51,0
26670,2,116.81,175,3,15,173,146,33,132,1
26671,2,440.36,661,124,7,78,25,11,50,0
26672,2,58.82,88,133,10,144,151,39,129,0
26673,1,230.87,289,247,28,11,123,41,156,1
26674,1,254.3,318,145,78,45,7,6,118,0
26675,3,336.28,673,162,35,1,78,165,165,1
26676,2,125.32,188,49,25,10,62,69,80,1
26677,2,165.81,249,31,52,38,20,101,157,0
26678,1,263.72,330,5,87,17,15,43,128,0
26679,1,465.95,582,97,243,154,78,42,95,1
26680,1,118.5,148,256,233,19,148,28,129,1
26681,1,277.99,347,139,213,29,16,18,191,1
26682,3,132.71,265,84,188,77,37,6,110,0
26683,1,163.1,204,209,230,97,105,84,88,1
26684,1,84.18,105,94,89,45,28,17,22,1
26685,2,158.6,238,123,25,22,10,28,87,0
26686,1,389.46,487,118,1,79,64,54,83,0
26687,3,326.86,654,166,172,74,54,67,73,0
26688,1,156.95,196,297,51,97,25,2,134,1
26689,2,133.3,200,56,113,137,15,3,178,0
26690,1,409.85,512,265,64,21,44,26,289,1
26691,3,229.11,458,51,200,104,64,1,82,0
26692,1,435.34,544,164,48,23,79,93,95,0
26693,3,329.06,658,157,17,96,58,20,51,0
26694,1,176.9,221,240,72,77,26,28,59,1
26695,2,190.93,286,197,114,123,65,81,129,1
26696,1,295.71,370,89,64,101,1,62,185,0
26697,2,189.99,285,378,119,110,40,83,83,1
26698,3,52.24,104,12,147,107,23,52,161,0
26699,3,113.54,227,282,86,111,14,53,60,1
26700,1,176.98,221,12,99,77,53,1,53,0
26701,1,150.85,189,97,7,21,65,59,253,1
26702,2,138.44,208,177,87,18,9,30,78,0
26703,2,102.75,154,164,125,102,54,3,54,0
26704,1,265.91,332,110,16,113,75,6,182,0
26705,2,116.22,174,221,18,114,48,8,93,1
26706,2,375.37,563,130,21,54,56,31,107,0
26707,2,78.07,117,196,4,81,24,81,116,0
26708,1,253.61,317,21,21,143,117,77,123,0
26709,1,311.83,390,20,2,46,44,23,264,1
26710,1,152.14,190,34,53,155,43,53,61,0
26711,3,342.05,684,129,184,82,44,7,56,0
26712,3,306.74,613,0,55,117,52,3,172,0
26713,2,129.85,195,90,39,54,80,59,77,1
26714,1,74.74,93,22,42,106,54,15,56,1
26715,2,190.23,285,68,127,46,0,17,141,0
26716,1,243.87,305,64,285,113,92,17,138,1
26717,1,377.25,472,109,28,43,13,46,160,0
26718,3,67.48,135,0,52,39,117,78,113,0
26719,3,433.65,867,153,30,47,26,12,131,0
26720,1,229.23,287,17,141,61,53,28,99,0
26721,3,67.53,135,251,64,24,80,30,53,1
26722,3,167.38,335,170,72,91,83,34,52,0
26723,3,128.58,257,216,7,138,54,10,181,1
26724,1,114.13,143,75,40,84,5,44,151,0
26725,3,105.38,211,65,39,114,228,120,143,1
26726,2,187.99,282,205,92,57,35,9,104,0
26727,2,166.35,250,114,7,35,100,45,98,0
26728,1,406.63,508,38,163,61,120,42,182,0
26729,3,128.62,257,167,55,37,5,23,112,0
26730,3,105.59,211,39,109,64,7,20,56,0
26731,1,108.83,136,137,181,100,72,123,200,1
26732,2,157.09,236,246,96,70,22,9,59,1
26733,3,479.42,959,195,67,31,50,7,49,0
26734,1,141.99,177,368,203,113,24,14,91,1
26735,1,256.1,320,142,16,33,15,36,53,0
26736,2,454.14,681,119,246,87,17,81,159,1
26737,1,129.22,162,354,127,72,30,28,98,1
26738,2,109.67,165,74,80,57,61,25,102,1
26739,2,185,278,118,80,10,32,11,44,0
26740,2,137.85,207,240,12,49,17,92,92,1
26741,3,315.59,631,199,95,27,84,0,97,0
26742,1,129.23,162,350,66,25,73,26,169,1
