ROW_NUMBER,SUBGROUP,AVG_SPENDING,TARGET_SPENDING,AVG_CALL_COUNT,AVG_CALL_DUR,AVG_ACCT_BAL_BEFORE_CALL,AVG_RECHARGE_AMT,AVG_ACCT_BAL_BEFORE_RECHARGE,LABEL
24313,1,39.08,49,10.98,116.09,351.39,1790.27,64.78,1
24314,2,226.92,340,13.62,42.32,303.54,2756.96,20.27,1
24315,2,311.87,468,2.85,33.64,109.81,1552.63,51.46,1
24316,3,251.66,503,1.08,51.93,7.68,507.25,40.45,0
24317,3,393.22,786,12.59,79.5,27.19,2368.77,40.59,0
24318,3,154.05,308,1.13,71.16,329.02,1026.83,3.14,1
24319,1,349.76,437,27.72,81.74,92.31,1163.09,12.88,1
24320,2,281.4,422,3.81,140.45,234.55,2790.34,13.45,0
24321,3,247.61,495,23.59,80.9,108.2,1678.27,65.68,0
24322,1,126.39,158,18.57,105.82,235.72,743.88,54.28,0
24323,2,36.15,54,13.23,54.08,150.64,2268.92,3.7,0
24324,3,78.22,156,23.8,197.6,57.12,2041.89,2.76,1
24325,3,415.26,831,16.33,27.87,169.63,1254.09,0.82,0
24326,3,188.24,376,13.2,128.53,51.25,2374.1,52.91,0
24327,3,145.34,291,25.94,149.73,51.34,2118.63,47.56,1
24328,3,97.56,195,23.11,80.52,9.91,2099.47,22.26,0
24329,1,32.16,40,8.48,43.88,238.92,3012.5,39.08,0
24330,2,297.28,446,8.72,191.42,175.66,1223.88,1.32,1
24331,2,375.45,563,10.13,50.11,77.89,586.83,30.87,0
24332,2,236.35,355,4.9,933.96,269.87,1451.84,4.57,1
24333,3,198.79,398,11.94,125.24,84.43,3262.57,3.47,0
24334,2,404.77,607,15.83,39.8,75.77,911.63,43.54,0
24335,1,166.83,209,7.34,33.84,268.67,2778.81,5.98,1
24336,3,240.88,482,5.05,13.93,57.95,3114.69,66.3,0
24337,2,331.71,498,9.51,184.08,42.39,2566.47,67.72,1
24338,2,100.81,151,28.05,48.46,302.51,1002.42,52.57,1
24339,2,73.78,111,3.65,141.92,306.13,2485.24,44.23,1
24340,1,426.8,534,19.67,25.09,250.82,1782.41,11.81,0
24341,3,255.63,511,11.54,267.88,318.51,163.79,12.18,1
24342,3,138.35,277,8.27,19.44,209.3,776.74,3.63,0
24343,1,129.1,161,26.71,251.61,97.08,2648.51,20.6,1
24344,2,258.96,388,6.41,346.42,227.1,874.08,53.41,0
24345,3,356.87,714,3.53,69.48,92.8,197.57,11.55,0
24346,2,237.7,357,10.41,48.79,9.28,1902.96,49.44,0
24347,3,55.71,111,13.96,108.08,58.72,3543.53,28.46,0
24348,2,42.48,64,13.56,286.69,67.5,2812.48,33.41,1
24349,1,92.89,116,1.01,21.53,147.89,921.73,3.39,0
24350,1,74.02,93,10.62,5.72,21.75,308.58,12.43,0
24351,2,137.63,206,6.26,51.4,43.16,3434.05,38.43,0
24352,3,307.85,616,5.45,54.73,77.54,2600.54,20.5,0
24353,3,69.84,140,19.93,224.49,352.68,2192.81,58.14,1
24354,3,304.88,610,9.04,7.07,6.18,3079.81,61.28,0
24355,3,409.65,819,5.5,91.59,142.71,1751.7,56.37,1
24356,1,215.98,270,29.1,10.36,358.11,266.27,51.65,1
24357,1,171.96,215,12.01,56.34,62.56,3293.42,69.33,1
24358,1,37.89,47,8.27,115.72,116.06,2289.39,26.2,0
24359,2,325.8,489,17.01,134.27,314.94,237.41,23.19,1
24360,2,223.09,335,50.63,137.63,93.32,1335.79,4.57,1
24361,2,119.19,179,11.63,73.05,64.14,2508.41,4.91,0
24362,1,156.91,196,21.71,582.43,73.94,3245.3,33.77,1
24363,3,172.83,346,26.91,99.88,81.58,2161.76,50.97,0
24364,3,70.69,141,6.01,65.26,344.59,1735.35,49.36,1
24365,2,73.62,110,6.69,40.77,221.08,2741.44,12.78,0
24366,3,187.54,375,5.25,116.48,121.65,1767.8,67.46,0
24367,1,54.63,68,10.29,107.93,90.84,1761.57,8.81,0
24368,2,339.54,509,18.7,410.49,306.96,109.31,21.12,1
24369,2,224.39,337,13.5,84.45,248.52,2163.11,35.31,1
24370,2,354.99,532,14.39,109.96,144.72,954.76,1.41,0
24371,1,356.47,446,13.65,27.14,148.97,2559.65,23.81,0
24372,3,143.03,286,7.68,289.38,316.89,1169.49,17.73,1
24373,1,351.62,440,8.83,49.57,267.39,2356.79,10.81,1
24374,2,459.89,690,9.32,151.1,209.85,2158.48,31.86,0
24375,1,143.3,179,16.14,80.94,310.28,1795.66,28.1,0
24376,1,252.94,316,6.55,16.11,29.77,1227.58,57.47,0
24377,2,127.44,191,12.68,108.31,158.86,2406.16,70.63,0
24378,3,179.67,359,3.93,156.9,248.54,1162.56,36.67,1
24379,1,243.71,305,11.61,116.16,163.98,896.74,3.76,0
24380,2,296.1,444,5.04,173.28,28.05,2830.55,14.24,1
24381,3,53.79,108,5.14,16.48,307.38,3000.61,6.02,1
24382,2,123.58,185,14.76,514.48,187.58,3391.58,46.67,1
24383,1,282.21,353,17.79,42.1,80.1,3273.07,53.3,0
24384,3,257.6,515,12.91,311.9,220.42,1919.55,59.73,1
24385,1,92.25,115,17.71,61.1,323.8,1147.48,3.35,1
24386,2,285.33,428,20.68,52.93,216.19,3289.65,3.28,1
24387,2,381.05,572,24.25,135.19,143.59,1934.78,16.27,1
24388,3,97.66,195,12.02,74.91,31.9,907.75,52.99,0
24389,2,339.79,510,10.11,174.18,168.08,124.1,31.64,1
24390,2,434.83,652,2.54,77.08,172.05,259.98,37.13,0
24391,2,104.98,157,9.17,112.95,122.45,1418.23,52.72,0
24392,3,302.93,606,2.67,76.45,92.98,1507.53,3.57,0
24393,3,74.99,150,23.92,87.28,190.59,3073.65,66.23,0
24394,1,109.12,136,29.51,278.87,21.26,2771.63,15.93,1
24395,2,380.28,570,21.25,233.56,83.15,843.99,67.85,1
24396,3,21.87,44,14.7,242.56,197.94,782.57,0.77,1
24397,2,223.57,335,10.89,33.61,257.43,2373.73,57.11,1
24398,2,58.66,88,16.18,79.21,131.65,3309.86,25.31,0
24399,2,235.48,353,13.33,37.34,242.92,1227.9,32.15,0
24400,2,414.26,621,20.06,228.96,287.9,977.6,27.32,1
24401,1,236.8,296,27.99,83.3,236.79,2558.05,14.26,1
24402,3,14.16,28,16.51,108.37,179.88,3487.2,17.45,0
24403,2,205.91,309,24.84,94.08,224.93,1055.38,58.26,0
24404,3,233.46,467,8.9,36.8,319.46,1568.1,53.32,1
24405,1,328.6,411,25.36,11.52,217.89,1247.82,3.93,1
24406,1,348.83,436,23.41,41.66,11.8,83.51,2.93,0
24407,2,322.74,484,20.88,27.51,69.4,3577.39,35.2,1
24408,3,174.59,349,17.23,23.31,113.16,1193.45,11.88,0
24409,2,211.16,317,12.56,35.81,323.74,2075.12,21.54,1
24410,3,38.77,78,6.26,56.92,324.44,446.95,12.64,1
24411,2,426.26,639,13.55,22.85,77.67,128.9,29.74,0
24412,3,81.9,164,13.9,59.14,72.6,1609.72,6.46,1
24413,2,379.92,570,26.65,230.15,59.8,597.58,67.12,1
24414,2,213.92,321,36.2,46.24,317.39,146.08,29.88,1
24415,2,436.59,655,11.51,375.28,126.32,1673.71,15.05,1
24416,2,116.24,174,11.45,18.84,206.71,1812.68,55.67,0
24417,1,93.85,117,4.56,203.28,280.53,1636.34,22.71,1
24418,3,361.73,723,9.74,44.96,249.99,195.16,20.97,0
24419,1,299.31,374,19.45,29.3,12.42,234.67,44.59,0
24420,1,205.68,257,5.49,161.81,152.82,1707.11,18.99,1
24421,2,409.86,615,8.01,168.24,262.74,1576.38,48.61,1
24422,1,217.51,272,2.41,60.24,115.75,1599.58,68.12,1
24423,1,222.46,278,11.83,288.68,57.28,267.29,30.81,1
24424,3,142.31,285,11.27,127.57,103.73,815.11,55.84,0
24425,3,371.34,743,31.98,146.72,319.95,696.19,34.44,1
24426,1,137.01,171,12.79,178.86,116.2,3135.44,41.57,1
24427,2,298.72,448,4.98,113.73,297.32,3385.25,67.42,1
24428,1,148.38,185,15.85,12.18,35.64,998.93,60.5,0
24429,3,179.83,360,7.79,44.8,18.53,1257.78,7.75,0
24430,1,330.33,413,4.69,185.27,217.72,394.07,70.94,1
24431,2,395.84,594,7.96,45.89,185.38,1007.97,37.12,0
24432,1,57.9,72,24.09,71.25,338.63,1661.71,70.81,1
24433,2,200.26,300,26.68,39.81,212.78,568.23,66.34,1
24434,2,341.93,513,12.93,57.7,91.91,3126.32,70.71,0
24435,1,148.62,186,9.7,52.17,261.83,1007.37,36.72,1
24436,1,102.34,128,31.14,176.38,31.13,1650.43,32.2,1
24437,1,125.3,157,26.41,56.71,247.15,309.5,61.51,1
24438,2,241.03,362,8.85,102.61,124.11,3052.36,22.77,0
24439,1,75.6,95,25.66,90.5,264.19,3299.87,42.18,1
24440,2,292.12,438,30.6,144.86,266.44,2520.22,45.13,1
24441,1,266.28,333,7.61,24.4,130,2017.96,35.01,1
24442,2,279.51,419,14.24,128.61,266.69,1004.06,37.16,1
24443,3,173.69,347,14.74,107.73,106.89,2736.69,29.19,0
24444,1,68.55,86,12.14,25.1,194.05,2504.06,51.54,0
24445,2,176.17,264,6.38,25.32,220.23,2744.7,48.7,1
24446,1,214.01,268,22.05,519.22,65.75,2313.12,61.23,1
24447,2,180.23,270,4.16,85.7,207.59,1985.94,47.25,1
24448,3,45.09,90,38.86,85.7,98.02,1594.3,15.27,0
24449,1,309.85,387,21.17,25.97,23.8,2086.92,64.51,0
24450,3,286.94,574,5.89,19.59,197.39,746.25,66.01,0
24451,1,404.17,505,18.63,261.42,102.61,2400.23,42.91,1
24452,2,365.93,549,14.27,54.51,311.54,913.97,12.79,1
24453,1,187.17,234,9.26,248.59,191.69,1088.56,55.77,1
24454,3,263.22,526,25.86,23.84,76.96,2042.81,24.55,1
24455,1,268.71,336,14.57,293.28,255.5,732.88,57.04,1
24456,3,307.96,616,7.13,13.06,159.99,178.27,7.12,0
24457,2,293.17,440,31.05,457.96,237.24,3113.33,0.64,1
24458,3,374.7,749,16.38,12.66,215.55,141.27,63.93,0
24459,1,206.27,258,8.43,21.17,309.06,688.15,11.56,1
24460,2,145.51,218,14.76,80.36,115.68,1208.63,55.02,0
24461,1,221.42,277,15.5,67,311.18,2009,44.67,1
24462,1,317.16,396,14.27,46.6,133.97,3577.14,45.11,0
24463,2,189.49,284,12.65,81.29,23.78,1054.26,24.35,1
24464,3,406.98,814,6.21,326.82,349.8,2472.04,63.62,1
24465,1,354.81,444,10.76,100.68,207.18,553.19,32.62,0
24466,2,25.85,39,8.91,38.31,101.42,1779.3,17.59,0
24467,2,351.7,528,23.7,50.59,320.25,249.67,57.68,1
24468,1,440.03,550,9.92,99.91,282.36,3074.4,3.49,1
24469,3,179.24,358,2.96,82.76,46.16,3123.85,54.67,0
24470,1,123.04,154,23.12,152.41,285.43,2465.41,9.52,1
24471,3,450.23,900,34.58,34.13,64.52,1683.32,43.28,1
24472,3,269.35,539,4.24,307.59,116.54,757.01,15.25,1
24473,2,273.45,410,13.97,174.12,159.42,911.34,40.11,1
24474,2,198.82,298,35.72,67.44,211.3,2394.45,28.31,1
24475,3,152.65,305,7.41,68.05,292.95,2731.81,10.1,1
24476,1,249.77,312,29.81,91.66,247.58,1100.33,44.53,1
24477,1,89.62,112,5.81,51.36,344.86,974.27,33.63,1
24478,2,38.18,57,40.61,61.92,109.84,402.88,51.27,0
24479,3,366.47,733,27.2,193.5,339.91,3493.54,41.02,0
24480,1,332.18,415,5.75,66.28,17.25,2477.19,55.09,0
24481,2,297.94,447,8.03,196.23,233.96,2883.55,29.76,1
24482,1,61.8,77,9.7,85.69,247.42,1740.4,37.17,1
24483,1,256.56,321,1.11,71,24.7,2136.03,6.32,0
24484,3,389.36,779,11.39,28.33,43.59,1148.06,43.72,0
24485,2,254.35,382,18.28,244.6,254.4,2951.84,22.03,1
24486,1,283.55,354,5.2,7.64,92.39,1736.69,66.66,1
24487,3,185.57,371,12.05,25.13,352.72,2668.96,23.41,1
24488,3,50.56,101,19.9,102.33,274.35,311.72,49.9,1
24489,2,391.59,587,25.3,32.87,176.36,3117.69,46.07,0
24490,1,206.21,258,13.27,55,153.06,3182.24,22.66,0
24491,3,131.83,264,7.63,75.26,76,3413.24,8.94,0
24492,2,56.71,85,13.18,112.77,240.15,2582.73,30.76,0
24493,3,317.11,634,8.23,11.74,163.51,137.85,33.13,0
24494,3,116.84,234,21.66,216.13,265.72,2543.07,53.86,1
24495,3,204.09,408,3.84,51.05,287.93,813.34,39.75,1
24496,3,114.21,228,14,14.69,222.81,3392.84,37.6,1
24497,2,342.06,513,13.08,56.91,100.24,1573.57,34.83,0
24498,1,70.83,89,3.61,26.76,90.08,1840.34,40.96,0
24499,1,76.04,95,21.1,3.75,127.31,1457.17,60.47,0
24500,1,143.54,179,15.68,70.43,322.14,762.59,28.27,1
24501,1,399.32,499,9.79,20.32,138.22,1422.1,31.26,1
24502,1,241.54,302,14.25,22.97,340.23,91.42,29.16,0
24503,3,170.99,342,5.74,45.17,217.36,3201.24,38.2,0
24504,3,310.09,620,16.22,21.96,257.02,2165.83,68.54,1
24505,1,314.11,393,14.59,44.89,273.61,1392.44,56.38,1
24506,2,337.02,506,12.84,147.93,199.23,3349.48,49.73,0
24507,2,85.7,129,21.75,33.85,202.2,1646.83,40.35,0
24508,2,385.66,578,15.45,179.15,296.41,1066.65,58.91,1
24509,1,206.58,258,14.19,57.42,246.89,598.39,67.7,1
24510,2,433.39,650,15.47,347.62,146.51,2516.64,49.86,1
24511,3,130.44,261,16.37,129.88,275.82,3310.77,18.08,1
24512,1,8.05,10,6.08,100.51,249.1,2608.9,23.67,1
24513,1,309.68,387,26.19,56.21,255.32,900.66,17.07,1
24514,1,186.65,233,15.64,63.45,329.03,2462.32,30.18,1
24515,1,412.8,516,15.57,112.15,268.62,3442.38,44.94,1
24516,1,377.46,472,13.93,24.71,20.7,1054.54,48.96,0
24517,3,210.58,421,25.11,75.31,97.95,2363.82,23.69,0
24518,3,534.3,1069,16.78,13.39,250.62,120.49,51.83,1
24519,2,155.77,234,17.77,129.15,108.09,3231.17,47.56,0
24520,1,149.93,187,9.35,208.18,183.81,734.63,33.46,1
24521,3,156.93,314,10.76,445.61,83.55,2386.72,49.87,1
24522,2,54.9,82,14.81,202.78,300.59,952.94,28.86,1
24523,2,497.88,747,24.58,44.02,189.02,947.76,16.15,0
24524,2,75.23,113,6.44,83.84,151.9,1245.29,18.92,0
24525,3,377.68,755,40.82,186.35,281.29,2831.51,32.25,1
24526,3,167.02,334,5.25,40.39,45.08,2543.42,7.01,0
24527,1,356.81,446,7.94,112.83,331.51,978.08,10.95,1
24528,2,67.42,101,5.08,64.07,101.23,1526.69,7.5,0
24529,1,144.64,181,10.35,72.4,230.68,2655.68,5.52,0
24530,1,351.25,439,15.72,8.99,261.25,1538.5,41.3,1
24531,2,387.97,582,14.95,18.82,309.18,1662.52,67.66,0
24532,1,313.24,392,24.74,75.37,167.91,1849.11,50.1,0
24533,3,93.79,188,11.27,105.49,198.43,3038.94,12.27,0
24534,2,49.72,75,7.78,162.26,215.66,1795.01,36.37,0
24535,2,402.04,603,11.17,28.28,336.74,2361.27,63.42,1
24536,3,87.54,175,28.35,82.98,300.98,1485.52,16.2,1
24537,3,296.8,594,20.01,54.34,173.72,2334.14,62.79,0
24538,1,149.35,187,29.88,54.65,160.98,1290.12,47.9,1
24539,2,366.59,550,23.43,26.02,116.8,2662.03,32.9,0
24540,2,187.21,281,26.81,113.52,179.51,181.07,26.29,1
24541,3,327.9,656,8.24,49.61,33.55,557.45,18.67,0
24542,2,339.59,509,30.08,437.3,53,3156.81,63.23,1
24543,1,334.12,418,11.1,121.69,171.34,1398.54,18.1,0
24544,3,443.05,886,16.44,18.44,152.81,1950.14,51.65,1
24545,2,234.66,352,13.2,81.38,91.28,831.3,24.82,0
24546,2,247.18,371,8.98,36.58,261.92,3348.32,33.42,1
24547,1,376.44,471,6.86,19.56,182.15,2735.36,5.65,0
24548,1,98.28,123,21.29,45.08,211.1,3065.79,35.48,0
24549,3,398.86,798,18.47,103.41,212.44,1243.28,46.78,0
24550,3,341.85,684,9.1,51.44,61.61,1836.38,34.64,0
24551,2,344.72,517,19.31,62.53,45.31,306.81,61.17,1
24552,2,474.59,712,9.28,108.05,235.15,790.36,43.69,0
24553,1,387.96,485,4.75,106.75,283.87,2319.86,47.93,1
24554,2,237.52,356,14.87,46.88,239.79,1531.94,37.51,0
24555,1,68.09,85,15.04,108.73,317.54,2778.9,62.77,1
24556,2,162.82,244,19.08,26.53,16.3,2963.05,57.05,0
24557,3,84.16,168,14.79,72.24,109.06,2293.71,48.17,0
24558,3,244.42,489,11.98,27.54,180.94,1342.16,15.03,0
24559,1,403.18,504,10.34,73.3,232.8,832.88,11.92,0
24560,3,202.04,404,25.38,327.37,107.54,246.57,19.18,1
24561,1,422.61,528,3.32,87.3,32.9,2493.1,25.25,0
24562,1,423.72,530,15.88,10.35,172.9,3425.62,2.3,0
24563,3,231.74,463,5.91,59.44,263.47,3462.12,19.39,1
24564,3,48.66,97,8.89,646.32,83.24,2650.26,9.47,1
24565,1,438.25,548,8.4,96.2,246.51,2545.62,28.76,1
24566,2,36.89,55,20.44,181.41,346.18,2325.95,0.79,1
24567,1,62.51,78,22.03,89.57,228.38,3267.98,39.01,1
24568,1,302.99,379,12.73,326.04,19.91,2568.11,31.87,1
24569,2,80.77,121,7.78,103.98,121.72,2382.31,66.74,0
24570,2,68.4,103,16.3,116.53,157.73,3548.27,40.27,0
24571,1,236.8,296,18.55,45.92,186.03,2519.57,43.19,0
24572,3,165.45,331,34,122.11,112.03,1943.41,20.35,1
24573,2,283.54,425,11.73,89.6,208.28,2121.89,9.67,0
24574,1,107.82,135,15.46,130.56,48.43,2652.33,57.68,0
24575,3,246.74,493,3.7,35.81,322.06,802.94,62.25,1
24576,3,120.42,241,12.09,39.46,19.54,2400.16,40.55,0
24577,3,65.81,132,7.56,95.01,348,1245.82,51.68,1
24578,2,108.36,163,26.85,74.15,279.42,679.42,65.84,1
24579,1,336.5,421,4.29,290.52,227.95,378.85,34.39,1
24580,2,319.45,479,11.45,55.65,115.64,1801.99,3.14,0
24581,2,206.73,310,5.7,13.06,198.56,2901.61,50.54,0
24582,3,420.44,841,27.77,85.77,249.83,2811.4,13.06,1
24583,1,270.55,338,15.11,48.65,87.04,2448.71,27.58,1
24584,3,36.83,74,22.97,100.8,34.41,2584.06,49.3,0
24585,1,259.93,325,6.48,38.02,69.71,2824.73,29.86,0
24586,3,59.99,120,25.93,138.14,44.24,3523.61,43.17,1
24587,2,38.5,58,2.28,64.17,162.56,79.47,26.61,0
24588,1,266.58,333,28.77,29.7,56.01,1757.31,48.43,1
24589,3,223.37,447,10.78,80.09,71.11,2919.43,20.55,0
24590,2,88.84,133,32.27,96.85,175.84,2502.66,46.71,1
24591,3,463.7,927,19.74,13.23,10.51,1210.74,32.27,0
24592,1,118.19,148,37.31,70.44,111.27,3527.9,68.45,1
24593,3,419.41,839,7.25,42.55,80.48,811.49,8.68,0
24594,2,401.53,602,10.62,25.65,259.23,895.15,54.28,1
24595,2,120.75,181,38.04,39.67,50.35,2375.81,40.14,1
24596,2,369.9,555,7.55,124.6,137.84,2039.62,42.89,0
24597,3,306.14,612,23.58,46.45,186.05,488.71,17.04,0
24598,3,322.58,645,8.88,109.12,142.35,1254.99,3.83,0
24599,1,91.23,114,23.55,104.88,276.64,3050.52,7.02,1
24600,1,273.6,342,33.75,95.16,260.59,391.76,51.12,1
24601,3,227.91,456,5.13,46.32,119,1659.98,33.36,0
24602,1,152.63,191,6.28,62.66,306.98,3397.76,47.48,1
24603,2,355.22,533,19.09,212.5,328.12,240.57,47.14,1
24604,3,446.69,893,8.01,112.36,57.3,3588.42,37.88,0
24605,1,172.58,216,6.38,202.33,14.68,2017.64,10.67,1
24606,1,86.61,108,3.52,138.31,279.58,2861.51,27.06,1
24607,1,402.81,504,17.51,264.31,297.32,2236.56,14.34,1
24608,1,277.23,347,12.96,125.29,344.75,2148.13,22.13,0
24609,3,218.2,436,10.49,103.26,32.41,915.95,65.81,0
24610,1,139.34,174,11.78,22.6,254.55,2945.45,2.81,1
24611,3,212.98,426,8.3,139.67,39.29,1235.63,70.7,0
24612,3,458.9,918,20.42,454.45,74.39,719.19,63.34,0
24613,3,112.93,226,41.76,165.74,18.59,1371.67,46.91,1
24614,2,142.37,214,11.85,65.66,230.51,201.11,25.23,0
24615,1,295.54,369,9.09,187.79,36.49,827.19,8.6,1
24616,1,216.93,271,11.8,13.39,262.09,2497.88,46.99,1
24617,1,462.21,578,5.87,49.76,49.17,2202.28,28.77,0
24618,1,104.31,130,6.79,23.91,48.54,2077.61,20.26,1
24619,3,315.25,631,4.08,77.78,170.12,3295.74,22.5,0
24620,3,141.59,283,10.13,67.5,137.79,108.88,35.88,1
24621,2,460.95,691,6.52,43.28,158.26,2142.07,52.71,0
24622,3,415.3,831,17.31,114.64,268.08,3402.42,3.29,0
24623,1,405.15,506,29.44,36.79,156.42,1692.41,61.96,1
24624,3,87.32,175,25.57,90.72,138.67,1785.32,1.39,1
24625,1,89.75,112,15.32,54.72,271.53,868.16,48.64,1
24626,2,157.23,236,9.72,147.91,11.57,667.23,16.61,0
24627,2,156.96,235,29.01,143.05,46.45,501.79,48.19,1
24628,2,313.08,470,9.02,274.92,203.58,1007.13,44.77,1
24629,1,179.11,224,15.76,596.69,200.48,259.12,57.63,0
24630,3,407.16,814,12.04,86.36,47.33,1562.2,32.43,0
24631,3,119.85,240,17.49,75.56,91.86,2144.92,9.18,0
24632,3,441.11,882,5.86,17.53,235.02,873.66,41.54,0
24633,1,437.34,547,3.65,48.55,130.82,1737.8,15.53,0
24634,1,224.59,281,17.36,37.26,293.57,903.46,44.79,0
24635,2,383.34,575,23.63,160,135.69,321.46,33.04,1
24636,1,111.65,140,20.11,158.57,228.16,1843.79,36.92,0
24637,3,475.65,951,9.14,226.67,351.05,1437.43,22.23,0
24638,2,118.67,178,15.64,124.73,68.12,1543.28,68.21,1
24639,3,180.77,362,30.06,3.41,19.83,3431.58,34.29,1
24640,2,238.96,358,13.32,84.31,30.76,2636.05,9.98,0
24641,3,199.66,399,8.12,132.9,55.85,2579.13,67.29,1
24642,2,442,663,31.57,107.35,216.88,1622.63,52.38,1
24643,1,323.41,404,18.09,246.9,267.34,3501.2,50.08,1
24644,1,324.55,406,13.87,126.64,356.18,2960.76,69.34,1
24645,1,226.45,283,17.92,156.02,244.94,2336.21,59.38,0
24646,2,389.8,585,4.08,233.21,307.28,1432.77,64.16,1
24647,3,279.22,558,1.35,36.82,100.55,2242.6,44.64,0
24648,3,196.75,394,3.45,109.85,219.7,2924.68,19.57,0
24649,1,225.5,282,21.98,80.34,163.55,371.15,39.41,0
24650,3,308.53,617,4.94,97.89,100.04,1819.25,49.14,1
24651,1,300.87,376,11.38,234.15,46.07,2219.67,40.15,1
24652,2,306.38,460,17.95,99.43,198.84,2021.16,1.7,0
24653,2,293.07,440,15.24,45.42,119.28,1153.63,26.3,0
24654,1,353.56,442,7.15,53.55,266.76,62.12,43.45,1
24655,1,433.7,542,9.65,82,68.07,584.4,9.32,0
24656,3,92.76,186,21.34,100,224.04,724.2,31.25,1
24657,2,365.06,548,4.71,60.52,318.38,1354.72,51.05,1
24658,2,212.07,318,23.45,284.46,171.82,1086.3,47.35,1
24659,2,400.11,600,6.95,104.83,116.8,2765.67,54.47,0
24660,2,96.29,144,7.29,80.19,256.45,2633.47,22.85,1
24661,3,361.06,722,38.04,466.22,29.95,2753.92,5.93,0
24662,3,253.35,507,7.23,107.3,217.22,1247.41,60.58,0
24663,1,177.91,222,13.65,71.83,76.27,56.09,4.63,0
24664,3,492.47,985,5.1,42.31,217.06,892.51,26.58,0
24665,1,43.45,54,20.62,279.05,102.83,646.68,24.72,1
24666,3,267.02,534,15.72,280.26,193.97,1192.78,50.58,1
24667,3,160.52,321,4.56,51.19,291.47,414.23,22.93,1
24668,3,52.69,105,7.85,21.09,26.09,166.29,57.45,0
24669,3,351.79,704,31.9,89.48,273.93,1783.47,32.33,1
24670,1,498.07,623,11.15,480.49,251.43,1478.56,15.34,1
24671,3,237.15,474,19.32,149.01,142.27,2400.39,62.93,0
24672,3,148.99,298,15.19,164.71,210,3373.15,24.9,1
24673,2,206.38,310,18.01,20.65,84.3,1802.73,69.22,0
24674,3,225.94,452,18.98,47.23,320.71,331.12,65.53,1
24675,3,294.33,589,17.1,616.69,216.31,3479.42,7.6,1
24676,3,39.53,79,9.26,68.16,220.02,2649.44,49.33,0
24677,3,34.48,69,12.91,51.51,220.24,2250.03,46.53,0
24678,3,470.95,942,21.82,61.46,152.55,740.41,65.65,1
24679,3,10.88,22,7.25,9.24,238.65,396.61,56.08,0
24680,2,103.4,155,16.57,212.59,334.01,3369.32,4.09,1
24681,3,386.65,773,19.97,10,99.81,2623.11,6.29,0
24682,1,5.26,7,4.85,55.06,319.47,253.54,40.35,1
24683,1,61.85,77,18.48,425.55,124.97,2975.07,34.32,1
24684,3,15.36,31,13.59,15.28,106.89,2178.69,4.92,0
24685,1,276.44,346,3.7,210.02,283.24,2836.11,0.11,1
24686,1,267.47,334,14.63,300.72,312.93,3364.11,26.78,1
24687,1,126.38,158,16.74,13.68,35.56,1426.98,10.38,0
24688,3,272.71,545,9.7,46.53,236.11,3589.66,68.78,0
24689,1,412.13,515,15.66,205.08,119.19,586.44,2.41,1
24690,2,357.56,536,9.91,130.23,316.59,263.67,37.21,1
24691,3,314.62,629,26.54,337.09,237.01,3383.97,21.36,0
24692,3,395.86,792,10.73,151.16,256.68,2306.77,23.11,1
24693,2,384.32,576,10.62,5.42,190.54,2295.75,22.34,0
24694,2,358.21,537,5.54,30,87.65,619.8,45.57,0
24695,2,367.14,551,13.26,231.75,219.03,2310.2,6.67,1
24696,2,438.7,658,15.61,10.6,361.93,788.18,48.86,1
24697,3,289.08,578,13.09,121.87,32.89,370.45,52.81,0
24698,1,331.19,414,20.53,54.07,156.25,986.38,23.75,0
24699,3,96.83,194,11.12,279.83,86.22,2824.59,46.09,1
24700,3,96.32,193,10.12,35.84,67.11,3197.44,17.1,0
24701,1,261.61,327,15.05,95.36,75.78,984.63,60,0
24702,2,325.63,488,9.9,36.37,236.83,3189.48,23.21,1
24703,3,220.44,441,15.51,110.68,54.71,3104.26,60.88,0
24704,1,423.63,530,5.22,102.69,166.74,2107.68,1.17,0
24705,1,37.98,47,3.11,106.58,69.74,1794.67,49.47,0
24706,2,162.2,243,15.66,217.13,288.5,1677.41,28.5,1
24707,1,192.24,240,6.87,88.18,121.17,569.86,53.32,0
24708,3,334.28,669,16.69,74.39,124.67,2523.74,59.41,0
24709,1,44.91,56,10.86,304.6,153.84,3267.95,2.78,1
24710,2,296.79,445,25.63,12.03,27.09,2873.17,34.77,1
24711,2,129.46,194,16.74,118.81,124.73,3450.56,11.09,0
24712,2,438.14,657,9.23,154.72,118.99,1411.56,16.42,0
24713,2,146.69,220,11.39,157.33,140.93,2236.8,57.51,0
24714,2,389.64,584,7.3,119.73,256.81,3436.07,10.64,1
24715,3,145.47,291,15.32,39.69,154.37,2137.08,4.31,1
24716,2,309.41,464,11.12,216.96,234.81,1711.47,52.6,1
24717,2,354.67,532,21.77,112.49,277.27,2630.35,5.51,1
24718,1,479.23,599,9.74,264.53,139.54,2370.61,63.6,1
24719,3,273.93,548,14.08,95.94,94.66,3209.27,15.89,0
24720,1,314.87,394,11.15,329.6,340.67,1475.39,56.68,1
24721,1,295.78,370,8.4,157.59,111.53,1189.3,56.23,0
24722,3,363.44,727,15.51,165.03,165.53,1277.41,26.1,1
24723,2,114.85,172,10.99,199.05,226.34,796.82,53.15,1
24724,3,111.52,223,11.36,143.11,34.34,3378.15,62.38,0
